0, TRUE, -1.0, -1.0, 7678,376
1, TRUE, 505.28325903083544, 5.634859916738966, 53649,1755
2, TRUE, 192.94266751177557, 2.3248922807328434, 11212,278
3, TRUE, 111.22588714856649, 1.4641527704438069, 4641,73
4, TRUE, 267.9852512355414, 3.0123267608817748, 25800,524
5, TRUE, -1.0, -1.0, 7678,77
6, TRUE, 124.92305866275532, 1.461813778200056, 1017,42
7, TRUE, -1.0, -1.0, 94279,1179
8, TRUE, 717.2136288651033, 8.427976120500633, 55650,1108
9, TRUE, 87.46201585512289, 1.5968255734242158, 10425,148
10, TRUE, 361.80545301860013, 4.78349675767654, 21636,285
11, TRUE, 358.31059110318836, 4.639805947998393, 24349,275
12, TRUE, 342.6523416349778, 3.973093018544946, 32575,394
13, TRUE, 44.079759296828975, 0.8436822800216391, 2621,62
14, TRUE, 189.61810293425526, 1.91402078225799, 13548,151
15, TRUE, 152.8142318234716, 2.480404889533194, 15387,155
16, TRUE, -1.0, -1.0, 7678,177
17, TRUE, -1.0, -1.0, 94279,1049
18, TRUE, 186.9624867483411, 2.487900576503735, 13762,129
19, TRUE, 552.2012823792319, 7.060555471202515, 57389,888
20, TRUE, 193.06593214621364, 3.0344299058406516, 25986,264
21, TRUE, 350.23229289539574, 3.880170767957607, 42284,1386
22, TRUE, -1.0, -1.0, 94279,1472
23, TRUE, -1.0, -1.0, 94279,1060
24, TRUE, 82.65642805818553, 1.1876536911848692, 2581,173
25, TRUE, 387.4021882002194, 4.242261086969107, 38772,613
26, TRUE, 625.6051996424271, 7.289708474730303, 40630,528
27, TRUE, 450.966496864562, 5.778209192279105, 13924,131
28, TRUE, 245.09239589521388, 3.5490739100235063, 21608,233
29, TRUE, 49.20284640106114, 0.7390874267940682, 409,31
30, TRUE, 274.2268686536462, 4.240567935464495, 5512,65
31, TRUE, 71.74264519499228, 0.8502140464560927, 4394,53
32, TRUE, 106.37800863079215, 1.146286615583469, 3470,53
33, TRUE, 85.65723123948253, 0.8113917192285394, 2518,49
34, TRUE, -1.0, -1.0, 94279,1240
35, TRUE, 335.47714637370336, 3.578727660073075, 31821,398
36, TRUE, 205.6650513656645, 2.379025996088068, 12096,130
37, TRUE, 713.3510523424129, 8.143991743070696, 71278,1171
38, TRUE, 68.09661063226123, 0.9449551625971633, 4259,54
39, TRUE, 204.29609592094818, 2.711286496410064, 19308,220
40, TRUE, 708.7483977642191, 8.222837331880736, 58702,1277
41, TRUE, 316.1915749612663, 3.858936245698194, 31916,422
42, TRUE, 343.1551257971224, 3.878458099264671, 37249,692
43, TRUE, 205.7924650257218, 2.6330723214986045, 21315,229
44, TRUE, 310.14751836031377, 3.4756004548372412, 24195,273
45, TRUE, 237.84447995171678, 2.7828620710509018, 28949,483
46, TRUE, 284.02035696131605, 3.4760600369909462, 17452,217
47, TRUE, 79.48929321886541, 1.0748039643886689, 6811,110
48, TRUE, 324.0489080897771, 4.457440166927573, 21910,196
49, TRUE, 274.74908457090885, 2.5279685483712138, 11883,205
50, TRUE, 202.31810876376284, 2.401993161463687, 13673,159
51, TRUE, 206.12726750471586, 2.2712828984577627, 14587,288
52, TRUE, 883.8703024480882, 10.847082845474334, 62629,815
53, TRUE, 302.7383287663944, 3.291857115378281, 35472,563
54, TRUE, 103.82887513516077, 1.6236984239185814, 6870,83
55, TRUE, 323.29904792509257, 4.3562259465458855, 21325,214
56, TRUE, 209.0650188860661, 2.1872949497189853, 17553,254
57, TRUE, 251.09891707912533, 2.5421525508616383, 16025,257
58, TRUE, 82.99259499703312, 0.8618340541333548, 543,36
59, TRUE, 170.3728438465664, 2.0571619747797314, 16980,288
60, TRUE, 289.8783415681635, 2.8975791915958, 11228,190
61, TRUE, 192.3140834461226, 3.1935568072866367, 5789,71
62, TRUE, -1.0, -1.0, 7678,87
63, TRUE, 193.6896817214694, 1.8828425789049847, 7609,138
64, TRUE, 246.16937945673277, 2.6050841166819096, 8451,167
65, TRUE, 645.7660654255736, 7.894576107248197, 77954,1214
66, TRUE, -1.0, -1.0, 94279,988
67, TRUE, 417.6812458864955, 5.30670961453919, 26257,250
68, TRUE, 496.05386908841274, 6.1772438292726735, 48394,638
69, TRUE, 387.97499999502395, 5.249451798923959, 10095,96
70, TRUE, 204.1777873719532, 3.577472410415849, 13006,129
71, TRUE, -1.0, -1.0, 94279,1238
72, TRUE, 400.17726806226244, 5.172379611683622, 59472,941
73, TRUE, 625.0166071383607, 7.372357402461062, 36344,529
74, TRUE, 200.11993979675833, 2.2937931976955537, 16440,193
75, TRUE, 125.50823845120647, 1.7858855112619731, 10229,118
76, TRUE, 899.1089672996698, 11.05274486868848, 91479,1847
77, TRUE, 22.0946492690427, 0.44523128593847117, 2702,64
78, TRUE, 600.819916932926, 7.576681213226208, 18601,265
79, TRUE, 309.36970941624224, 2.907586100464345, 16689,278
80, TRUE, 513.7701974765076, 5.029736087510673, 39448,576
81, TRUE, 77.63260521048761, 1.400414588359563, 1265,32
82, TRUE, 436.89887024459796, 4.938667188130196, 49184,832
83, TRUE, 729.432301908261, 8.410126663709041, 65437,1078
84, TRUE, 122.46995834374712, 1.2926727358014771, 7275,104
85, TRUE, 680.1594829646939, 7.728719014166675, 80333,1463
86, TRUE, 183.44761213783576, 1.9822471410487466, 11484,111
87, TRUE, 395.45867508116413, 5.127655422482828, 49551,693
88, TRUE, -1.0, -1.0, 94279,886
89, TRUE, 371.48331982807144, 4.331665472069332, 51362,766
90, TRUE, 247.05282742462697, 2.299425740838131, 17590,227
91, TRUE, -1.0, -1.0, 94279,795
92, TRUE, 241.836866633311, 3.4327570730905745, 7761,77
93, TRUE, 274.1179754730551, 2.8295152714280136, 25560,402
94, TRUE, 92.5670472996518, 1.8149340185621399, 1690,34
95, TRUE, 205.24947437462, 2.191830093520621, 14833,163
96, TRUE, -1.0, -1.0, 7678,57
97, TRUE, 112.11208531312445, 1.204870047209728, 2645,79
98, TRUE, 193.18679169354053, 2.0099557840006588, 6881,93
99, TRUE, 655.4884649787972, 7.751517430270179, 82358,1471
